steps,episode_reward
1007473,3820.7301811873913
1009676,1473.8245251774788
1015677,3973.0349755883217
1021354,3862.670121371746
1023539,1580.707845121622
1026759,2376.3456222116947
1032591,3975.4303825497627
1036952,2920.8899514377117
1038127,766.3572217226028
1038458,219.00456029176712
1038804,222.49412688612938
1044805,4144.796910464764
1046008,868.5838751196861
1048883,1921.9069726467133
1050798,1468.0108070075512
1052753,1451.2914646565914
1053047,196.27654346823692
1055886,2058.1218742728233
1058199,1698.3127737939358
1061082,2095.2726907730103
1063330,1728.2281329333782
1064529,933.5024488568306
1064630,73.87304133176804
1064984,236.20814383029938
1066309,1000.9763526618481
1067407,786.8502823710442
1067636,155.66834372282028
1067788,95.1225375533104
1068902,873.6966940760612
1069163,177.30482718348503
1070239,806.1177231371403
1071069,650.3153759837151
1072384,1001.252914339304
1072521,87.56660598516464
1073896,1032.4444567859173
1075116,939.2378433346748
1076265,860.2820959985256
1077970,1282.199337631464
1079131,895.2092142701149
1080073,718.5533336997032
1085212,3974.2450747787952
1087892,1991.7837967574596
1089608,1337.9587514996529
1091498,1438.2002024948597
1093467,1530.5114754140377
1095251,1310.5238257050514
1096976,1329.3784068226814
1100207,2411.6863159537315
1102245,1576.5331591069698
1104929,2096.8217775523663
1107805,2184.913637280464
1110402,1928.8117343187332
1116403,4456.49997267127
1121096,2986.757684856653
1124368,2047.1520459353924
1126679,1549.9585294425488
1132680,4074.3818185925484
1132874,130.8796900510788
1133028,102.9973384141922
1134684,1174.1841794550419
1138761,2779.472644895315
1144762,4376.613052815199
1144975,138.8512193262577
1147910,2139.31885522604
1149914,1495.022312283516
1150235,216.7425684928894
1156236,4289.738545358181
1157659,1081.3976464271545
1163079,4069.4725725650787
1163213,93.72071439027786
1163354,96.61051201820374
1163488,95.3032668530941
1163636,106.41465443372726
1169637,4613.969500422478
1172185,1960.6059347391129
1172333,104.30127865076065
1174507,1608.654703170061
1174686,124.05556526780128
1176246,1202.4251701831818
1178469,1745.2613050043583
1180142,1290.2410821318626
1182412,1804.5523402392864
1184719,1813.2391161620617
1189758,3948.313645452261
1194013,2840.283204585314
1200014,3736.4050018191338
1205068,3221.362775415182
1210143,3023.556392252445
1212485,1434.9768505394459
1214691,1465.6236446797848
1216660,1400.9664661586285
1219211,1978.8302537202835
1221858,1933.928231537342
1222006,102.8577683866024
1225905,3047.0554110109806
1226094,130.0646886229515
1228309,1727.683704227209
1229519,937.5423355400562
1231505,1572.5760288238525
1232759,981.9607226848602
1233487,557.7861271202564
1239297,4578.776941686869
1242031,2105.625681012869
1244220,1539.2737487852573
1248001,2767.7395252883434
1254002,4013.990612924099
1260003,3785.7125020623207
1263302,2153.436607927084
1265151,1242.636728465557
1267349,1648.0420053899288
1271092,2697.5163846313953
1275081,3016.0056498646736
1277933,2137.6846938431263
1280166,1682.8554201126099
1280442,159.41868624091148
1282804,1596.3686941862106
1284885,1527.3661155104637
1288792,2915.0708281099796
1294578,4204.609095662832
1294790,124.82810014486313
1298280,2232.3892747163773
1298475,112.2071823477745
1298697,134.27186951041222
1302781,2861.6283419132233
1302924,84.69789078831673
1303186,162.33868271112442
1307655,3087.3920928537846
1307900,137.18905866146088
1311268,2219.27444344759
1316433,3741.608915656805
1316965,339.04325556755066
1322766,3877.8866026699543
1322975,134.26881074905396
1323246,172.27284163236618
1323457,141.311887383461
1323765,213.24471160769463
1328520,3231.4870724380016
1330707,1404.810311883688
1330918,136.6630843281746
1331289,246.34768757224083
1337290,3952.187364935875
1338235,677.9243525266647
1341863,2398.00928491354
1347864,3913.0719960331917
1351402,2502.465568393469
1353362,1366.9035489559174
1353549,118.20153623819351
1356743,2301.123437464237
1357014,161.8229657113552
1363015,3918.6917943656445
1369016,4062.3113930523396
1372952,2827.1439759731293
1373191,168.37582004070282
1378978,4185.384819924831
1379400,269.11456233263016
1379561,110.71777358651161
1379763,133.17375248670578
1381598,1327.538598448038
1382821,863.8361009955406
1382952,92.85007286071777
1383079,90.30546182394028
1384868,1345.5495271384716
1386525,1237.397772461176
1386936,262.86833760142326
1387111,116.84987187385559
1391564,3429.7650665044785
1391742,123.22954538464546
1391916,118.90006232261658
1397917,4412.948633760214
1403918,4226.70740377903
1404117,126.03266653418541
1406365,1524.113677918911
1406965,395.9261748790741
1407099,94.93478181958199
1407336,143.33310052752495
1407584,169.98191040754318
1407762,122.38495746254921
1408320,374.243271112442
1408717,298.29579865932465
1410416,1259.1193664371967
1415220,3596.8729585707188
1415344,76.81083416938782
1415574,145.85419949889183
1416111,376.1796526312828
1418700,1837.2683255374432
1420335,1236.0202222764492
1420486,105.6666652560234
1420698,146.0986914038658
1426699,4271.767832010984
1428226,972.2015300989151
1428617,258.76044219732285
1428760,101.01267817616463
1428958,129.9743577837944
1431760,2084.689571171999
1432093,223.22149577736855
1436147,2921.539771825075
1436422,182.65894785523415
1436615,128.96564891934395
1437099,324.41721388697624
1441394,3069.9502805024385
1441766,237.8810334801674
1441930,115.93575605750084
1442063,92.89545822143555
1442303,161.7312017083168
1442440,96.586077272892
1442608,115.47108134627342
1442781,119.40132302045822
1448782,4383.513233184814
1448917,95.04184925556183
1449060,98.90303000807762
1449208,103.4211905002594
1449770,375.9350940287113
1449903,95.07793241739273
1453277,2284.513093441725
1453423,103.02839004993439
1456400,2075.0629319250584
1456536,93.8209645152092
1456673,94.3695619404316
1458352,1145.5527074635029
1460144,1309.716838389635
1460284,99.52787214517593
1460451,113.31666687130928
1463406,2144.1697542071342
1463530,89.21852988004684
1463656,89.0591190457344
1463750,68.15859258174896
1463959,133.9048491716385
1464455,371.828696757555
1464580,86.301489174366
1464704,88.59725704789162
1464912,149.23230874538422
1465393,302.35315614938736
1465843,335.8883634507656
1465965,88.13060814142227
1466092,90.35859858989716
1466225,95.1570183634758
1472226,4378.4757761359215
1472392,113.39965012669563
1472575,128.2311515212059
1475207,1918.1739786863327
1475350,99.98568412661552
1475481,93.31853398680687
1475681,133.95565819740295
1475816,96.10132631659508
1477677,1387.8487835526466
1477766,64.88752830028534
1480750,2230.3081367611885
1481818,807.8195964992046
1481911,68.16384100914001
1482065,108.91128721833229
1483569,1051.5105654895306
1483702,93.75395780801773
1483848,101.59161844849586
1484026,121.88915678858757
1484120,68.26719626784325
1484254,93.73276469111443
1484497,163.32223883271217
1490498,4429.489690154791
1490636,97.78034994006157
1490786,104.1866951584816
1490916,92.23832920193672
1491045,93.3348553776741
1491185,100.30571711063385
1492238,810.8601093292236
1492383,100.29222103953362
1492516,94.556371986866
1492732,147.0009084045887
1497223,3385.067543774843
1497339,69.3948306441307
1499314,1482.6145164072514
1499484,118.85397380590439
1505485,4537.609696626663
1508690,2307.3671981096268
1508820,80.57615846395493
1509035,143.44987961649895
1512747,2549.5684944093227
1513201,316.71535950899124
1513510,196.63852074742317
1513879,231.39438244700432
1519880,4280.552154123783
1522215,1734.112460821867
1522477,175.88858625292778
1524925,1840.9491541981697
1525272,207.77099573612213
1530831,4153.61218059063
1531392,385.40655797719955
1533041,1263.2339869737625
1534870,1420.9287342131138
1538035,2331.4654013216496
1541701,2719.609550476074
1542163,293.5285401940346
1542775,398.7824684381485
1543817,753.2059709131718
1548169,3133.234532147646
1550237,1448.626322954893
1550448,144.37151473760605
1552180,1264.539770692587
1552458,176.76334011554718
1555383,2172.889741510153
1561287,4212.040695130825
1564629,2119.7096275687218
1564780,88.77984237670898
1570013,3500.1471594274044
1570358,221.01821359992027
1573553,2308.0063504576683
1573722,111.85602444410324
1579163,3957.384846240282
1584931,3791.089850872755
1590932,4108.152254015207
1591403,306.89436599612236
1591644,154.271900087595
1597645,4278.144083201885
1597824,120.88762471079826
1603066,3659.0438584685326
1603233,115.93739169836044
1606560,2463.6118154227734
1607037,334.424487888813
1607216,125.50782990455627
1607405,119.8181523680687
1610493,2287.272922605276
1610746,170.77208891510963
1612784,1564.1383734941483
1613265,335.6084942817688
1617651,3128.17371404171
1617902,163.44679740071297
1623903,4489.9026964604855
1629904,4040.9186482429504
1630143,159.99061566591263
1633063,2057.7745721638203
1635524,1772.0770084559917
1635828,194.50778484344482
1641003,3784.007816940546
1641215,140.7572057247162
1643703,1863.0303627252579
1645116,1064.5151307880878
1645324,144.07549008727074
1645497,120.4905007481575
1645835,227.1072429716587
1646218,253.20246505737305
1647827,1190.6009041070938
1653828,4410.853023201227
1656270,1793.0798821151257
1660148,2853.7668156325817
1660879,511.70477440953255
1664999,2996.489526987076
1665201,129.56814607977867
1666509,974.9925971031189
1666843,225.71823090314865
1666996,106.48249936103821
1668303,973.8085964620113
1668474,121.41488945484161
1668642,114.39736005663872
1668812,118.55636188387871
1669043,158.80508863925934
1675044,4387.519042491913
1675260,148.8041052222252
1675451,130.50526291131973
1675647,122.02535071969032
1677721,1556.6850168704987
1677969,170.88442614674568
1678197,154.3982113301754
1678423,153.9874828159809
1684424,4419.197815030813
1685395,735.5376199781895
1689287,2875.5785363912582
1689560,187.9254787862301
1689744,128.15907114744186
1689948,126.67732599377632
1690248,193.53687179088593
1691815,1150.1358487904072
1693512,1274.1051629781723
1694646,828.8705895245075
1694825,121.21560817956924
1695034,140.56821459531784
1695312,192.95219415426254
1695461,102.29846858978271
1698172,1979.3134670555592
1698660,329.06396946310997
1699462,582.9100978970528
1699649,131.80590304732323
1700559,701.9497328400612
1703410,2045.5656447410583
1703610,135.27588438987732
1704043,288.89432203769684
1710044,4314.231502920389
1710440,265.8074468076229
1712218,1271.789051324129
1718219,4440.08773458004
1719547,1020.0201169848442
1719735,127.75720620155334
1724504,3561.804855644703
1724778,175.87664088606834
1725048,180.05918541550636
1725427,251.08894276618958
1730518,3756.0248150229454
1735452,3674.642618328333
1739644,3231.490341067314
1739820,123.6086395084858
1741484,1255.1142036616802
1741660,120.72727754712105
1744270,1846.1077707707882
1746759,1897.1667625308037
1747005,165.41775488853455
1747241,150.81647762656212
1749529,1737.4055829048157
1755530,4325.375953048468
1755714,129.0154696404934
1761715,4500.150938272476
1763834,1487.3411717116833
1763997,115.08151692152023
1765185,868.520270138979
1765458,185.96478721499443
1765639,120.85689771175385
1765820,125.69467741250992
1767032,897.8926212489605
1767191,113.94773089885712
1769795,1918.234087228775
1775796,4476.271571159363
1775938,101.91830119490623
1776579,441.23206502199173
1776711,93.16686907410622
1777422,531.7720545232296
1777632,150.3635711967945
1777843,139.83050873875618
1778032,128.68840089440346
1781932,2874.337821185589
1783369,1032.7838731110096
1783501,94.55875134468079
1785370,1360.6116553544998
1785707,208.8081222474575
1785799,67.19588899612427
1786240,325.77774116396904
1786664,304.7421426177025
1786834,114.74014136195183
1787034,140.0774078965187
1788002,728.1630661487579
1788140,97.06505465507507
1788690,403.06306648254395
1788822,94.73058104515076
1789022,135.8863849043846
1789163,97.28504449129105
1789301,98.24708831310272
1789597,200.83921897411346
1789974,283.1360442042351
1790125,107.87777262926102
1790252,91.21828663349152
1790382,93.553864300251
1790515,94.08378112316132
1791041,381.4546996951103
1793596,1813.0312212109566
1793768,118.1523928642273
1793974,138.26762637495995
1794185,147.22624996304512
1794374,126.29977676272392
1795250,629.6902569830418
1795378,91.60847556591034
1796126,552.9835732579231
1796452,218.11558490991592
1796780,211.80494579672813
1797989,886.824079811573
1798170,115.21979022026062
1804171,4162.894971162081
1810172,4104.987742483616
1810352,126.72737646102905
1810770,276.2271355986595
1814500,2699.549257338047
1814699,125.11742934584618
1815194,327.11362820863724
1818211,2236.247767984867
1818372,101.42055174708366
1820882,1896.7551214993
1821088,130.78440308570862
1821272,122.96037402749062
1821626,219.11717492341995
1822704,822.9949625432491
1824986,1656.7365949451923
1830745,4390.910900652409
1830975,147.6501249372959
1833262,1656.6946361660957
1833511,161.66033977270126
1835594,1505.5013684928417
1841595,4301.9164244532585
1841931,215.9018295109272
1842312,253.03304740786552
1842810,335.59846445918083
1843567,550.4460555315018
1844935,1023.3003906309605
1847788,2086.464259147644
1848027,151.89737632870674
1849755,1263.6443942189217
1851456,1271.1926204264164
1852264,626.6076943874359
1853408,854.0483070015907
1853545,98.42434912919998
1854134,411.6404865682125
1854281,104.05271396040916
1854559,187.96963122487068
1855654,828.2086313962936
1855792,98.30338397622108
1856506,544.0223924517632
1857637,857.2693718075752
1857775,94.5895839035511
1857929,108.5397641658783
1858263,219.31114900112152
1858434,120.63779363036156
1858656,140.34337186813354
1858907,176.29337018728256
1859072,116.78969609737396
1859202,92.05942517518997
1859403,138.5436934530735
1861438,1403.3768846690655
1861596,109.73282220959663
1862176,440.4448137283325
1862461,207.93195605278015
1864135,1157.378379702568
1864273,97.25951811671257
1864414,99.85422015190125
1864943,388.56564635038376
1865448,383.9248106777668
1865631,125.98236784338951
1868753,2259.0208351016045
1869588,628.9931543171406
1869807,145.03935110569
1870413,451.39535054564476
1872785,1724.9034088253975
1873766,766.776051491499
1877626,2716.3953881263733
1883627,4531.8519141077995
1884177,297.17941461503506
1888339,2940.7173087894917
1890148,1202.9770578444004
1896149,4173.536289215088
1896301,102.5486658513546
1896783,288.2722148299217
1897271,301.5662578344345
1899634,1407.7854438126087
1900139,306.3210078179836
1900629,282.9674220085144
1906630,3171.647455781698
1907078,288.63693857192993
1913079,2696.3784297446255
1913786,368.00722083449364
1918165,1973.6195288449526
1922253,1688.8331222987617
1926655,1974.2369817048311
1926776,70.39765843749046
1927785,649.2800741791725
1928376,339.7911701798439
1928510,79.10569885373116
1928883,188.08264097571373
1929257,237.63594925403595
1929639,218.3096842467785
1930010,233.1548682153225
1930898,535.3767322301865
1931042,87.98712331056595
1931258,136.33352598547935
1931500,139.84346881508827
1933245,1144.2318279743195
1933718,301.6766825914383
1934061,217.53781774640083
1940062,3663.312822520733
1940605,339.1111088693142
1940885,166.9346926510334
1941454,363.8758002817631
1946073,2953.55662676692
1946370,190.1118035018444
1946941,347.7108331620693
1948333,964.2258634865284
1949196,558.6733894348145
1953643,3055.5726150274277
1955612,1335.7356624603271
1956025,273.54102048277855
1957882,1258.7615669071674
1959390,1006.1111731231213
1961900,1629.3319741785526
1963674,1189.480987071991
1964026,214.1836130619049
1965775,1192.9492482841015
1971776,4113.856866538525
1974099,1487.9977392554283
1975529,994.9248728752136
1976262,470.20669904351234
1976533,173.86413782835007
1979776,2200.7007784843445
1979967,115.59336534142494
1980259,199.25456130504608
1986260,4303.906015694141
1989321,2085.4629749655724
1989913,360.8253184854984
1991761,1256.3526284992695
1992223,298.2182561457157
1996379,2926.567411482334
1996761,211.80377215147018
1997103,222.74197307229042
1997537,282.52042201161385
1999978,1759.726618617773
