steps_by_episode,steps,episode,episode_reward,terminated,truncated,total_steps_with_skills
6001,408506,70,3992.0399213364376,0,1,3353
6001,414507,71,4068.0144019865784,0,1,3338
6001,420508,72,4010.0702744615674,0,1,3358
6001,426509,73,4092.454615876622,0,1,3455
6001,432510,74,4389.697589982704,0,1,3390
6001,438511,75,4362.751421343709,0,1,3385
6001,444512,76,4225.036136590225,0,1,2643
6001,450513,77,4275.40853954412,0,1,3411
6001,456514,78,4278.43477707368,0,1,3367
6001,462515,79,4190.850127228468,0,1,3291
6001,468516,80,4359.762393759065,0,1,3280
6001,474517,81,4267.597403493437,0,1,3350
6001,480518,82,4270.310170589772,0,1,3257
6001,486519,83,4156.082264965177,0,1,3308
6001,492520,84,4135.478039048766,0,1,3301
6001,498521,85,4107.014940950009,0,1,3344
6001,504522,86,4034.640698588646,0,1,3300
6001,510523,87,4190.228729688102,0,1,3342
6001,516524,88,4171.696747122567,0,1,2605
6001,522525,89,4235.089739488232,0,1,3195
6001,528526,90,4212.493331069512,0,1,3284
6001,534527,91,4171.515088871233,0,1,3231
6001,540528,92,4219.214741231299,0,1,3159
6001,546529,93,4208.179464918219,0,1,3302
6001,552530,94,4165.183205400214,0,1,3296
6001,558531,95,4215.757588182267,0,1,3198
6001,564532,96,4319.862312075793,0,1,3151
6001,570533,97,4137.59674630926,0,1,3195
6001,576534,98,4140.51528309675,0,1,3277
6001,582535,99,4141.46116430257,0,1,3197
6001,588536,100,4186.1849647933395,0,1,3292
6001,594537,101,4088.9760355202625,0,1,3412
6001,600538,102,4216.529895980205,0,1,3251
6001,606539,103,4198.137056287725,0,1,3178
6001,612540,104,4196.775103934317,0,1,2832
6001,618541,105,4358.938197212719,0,1,3170
6001,624542,106,4344.528323991268,0,1,2956
6001,630543,107,4225.495652703073,0,1,3235
6001,636544,108,4311.999422012213,0,1,3236
6001,642545,109,4241.80349264441,0,1,3160
6001,648546,110,4341.817619355335,0,1,3208
6001,654547,111,4240.088894402184,0,1,3220
6001,660548,112,4305.056812051644,0,1,3207
6001,666549,113,4229.022712922121,0,1,3157
6001,672550,114,4228.931718428977,0,1,3169
6001,678551,115,4270.424149060105,0,1,3184
6001,684552,116,4172.701427196243,0,1,3189
6001,690553,117,4132.679764836257,0,1,3111
6001,696554,118,4199.918674062924,0,1,3093
6001,702555,119,4254.4415237978465,0,1,3090
6001,708556,120,4151.506657986826,0,1,3120
6001,714557,121,4206.659788930296,0,1,3149
6001,720558,122,4240.95634819055,0,1,3143
6001,726559,123,4355.108065023759,0,1,3271
6001,732560,124,4382.296786889647,0,1,3205
6001,738561,125,4265.583037200287,0,1,3279
6001,744562,126,4356.408450904539,0,1,3203
6001,750563,127,4295.37411506247,0,1,3205
6001,756564,128,4188.294232736391,0,1,3119
6001,762565,129,4189.996827463537,0,1,3184
6001,768566,130,4223.325478132657,0,1,3095
6001,774567,131,4236.628927796879,0,1,3198
6001,780568,132,4216.828783652192,0,1,3158
6001,786569,133,4198.163235450221,0,1,3142
6001,792570,134,4151.183061238334,0,1,3085
6001,798571,135,4247.257458431884,0,1,3117
6001,804572,136,4239.9654817426335,0,1,3132
6001,810573,137,4229.028593449526,0,1,3117
6001,816574,138,4244.418260206328,0,1,3146
6001,822575,139,4217.651872068238,0,1,3087
6001,828576,140,4299.959368158502,0,1,3085
6001,834577,141,4177.519483194355,0,1,3166
6001,840578,142,4231.434973278705,0,1,3067
6001,846579,143,4248.770032831115,0,1,3138
6001,852580,144,4171.895736753685,0,1,3080
6001,858581,145,4213.164581553255,0,1,3132
6001,864582,146,4230.039667640382,0,1,3138
6001,870583,147,4329.233087180317,0,1,3092
6001,876584,148,4312.517990703423,0,1,3075
6001,882585,149,4268.240593314178,0,1,3115
6001,888586,150,4267.106475617456,0,1,3180
6001,894587,151,4382.431969105302,0,1,3100
6001,900588,152,4329.3652666746975,0,1,3145
6001,906589,153,4442.316647986205,0,1,3142
6001,912590,154,4287.25289288529,0,1,3163
6001,918591,155,4262.515021755721,0,1,3096
6001,924592,156,4321.198323946976,0,1,3169
6001,930593,157,4322.223295455974,0,1,3153
6001,936594,158,4435.324527594077,0,1,3108
6001,942595,159,4309.878091193798,0,1,3112
6001,948596,160,4292.107368234076,0,1,3167
6001,954597,161,4214.955516438499,0,1,3136
6001,960598,162,4412.3788376843495,0,1,3163
6001,966599,163,4332.103001758697,0,1,3101
6001,972600,164,4306.022050977007,0,1,3194
6001,978601,165,4405.783683155843,0,1,3029
6001,984602,166,4350.143816227597,0,1,3076
6001,990603,167,4403.616809979513,0,1,2632
6001,996604,168,4351.783211122771,0,1,2647
