steps_by_episode,steps,episode,episode_reward,terminated,truncated,total_steps_with_skills
7501,395132,63,4857.227782396339,0,1,4433
7501,402633,64,4938.5604841958,0,1,4419
7501,410134,65,4888.1975428469805,0,1,4363
7501,417635,66,4906.0507532605425,0,1,4368
7501,425136,67,4849.074995123735,0,1,4334
7501,432637,68,4935.007446367976,0,1,4337
7501,440138,69,4884.814757160213,0,1,4249
7501,447639,70,4895.462854005041,0,1,4376
7501,455140,71,5045.961502250879,0,1,4312
7501,462641,72,4832.398688079126,0,1,4197
7501,470142,73,4833.753534688578,0,1,4294
7501,477643,74,4853.613487309378,0,1,4328
7501,485144,75,4974.1430462007565,0,1,4317
7501,492645,76,4900.4980600684885,0,1,4184
7501,500146,77,5020.7896682259525,0,1,4162
7501,507647,78,5038.165787536623,0,1,4252
7501,515148,79,4979.939001517747,0,1,4006
7501,522649,80,4810.0767603445975,0,1,3911
7501,530150,81,4801.579772285586,0,1,4065
7501,537651,82,4776.260507720787,0,1,4206
7501,545152,83,4884.43325722493,0,1,4283
7501,552653,84,4836.987075458404,0,1,4232
7501,560154,85,4868.610544950759,0,1,4117
7501,567655,86,4790.104269855061,0,1,4202
7501,575156,87,4821.210659743523,0,1,4119
7501,582657,88,4905.514953624632,0,1,4043
7501,590158,89,4928.303002488136,0,1,4050
7501,597659,90,4854.75758112887,0,1,4042
7501,605160,91,4929.801301279683,0,1,4089
7501,612661,92,4868.95073522638,0,1,3996
7501,620162,93,4934.134118464559,0,1,4144
7501,627663,94,4928.7766504681,0,1,4044
7501,635164,95,4905.9741166703925,0,1,4031
7501,642665,96,4883.533319388278,0,1,4050
7501,650166,97,4795.205999530789,0,1,3871
7501,657667,98,4887.921960395238,0,1,4033
7501,665168,99,4915.7043341284825,0,1,4027
875,666043,100,661.975405391508,1,0,460
7501,673544,101,4731.575055739871,0,1,4031
7501,681045,102,4816.360430035473,0,1,4061
7501,688546,103,4832.921500441365,0,1,4024
7501,696047,104,4813.601696897906,0,1,4032
7501,703548,105,4822.6964095538015,0,1,4078
7501,711049,106,4748.739622421265,0,1,3977
7501,718550,107,4790.538415646082,0,1,3952
7501,726051,108,4692.904152949283,0,1,3891
7501,733552,109,4620.989768224068,0,1,3908
153,733705,110,93.36583507049455,1,0,68
7501,741206,111,4814.862212029441,0,1,4032
7501,748707,112,4733.4475488787775,0,1,4046
7501,756208,113,4778.443456954664,0,1,3985
7501,763709,114,4796.162499449811,0,1,4019
7501,771210,115,4826.144994098136,0,1,3980
7501,778711,116,4790.999729415808,0,1,4055
7501,786212,117,4738.60096253076,0,1,3943
7501,793713,118,4731.547235021301,0,1,4007
158,793871,119,97.72370157510578,1,0,67
7501,801372,120,4864.131661009939,0,1,3899
7501,808873,121,4681.2028510229675,0,1,3707
7501,816374,122,4573.107714014851,0,1,3193
164,816538,123,99.40021585119244,1,0,60
7501,824039,124,4761.811186422798,0,1,3930
783,824822,125,588.7547410540091,1,0,396
7501,832323,126,4825.388700619279,0,1,3882
7501,839824,127,4846.366991771508,0,1,3698
7501,847325,128,4635.922733608345,0,1,3875
7501,854826,129,4546.897233585404,0,1,3272
230,855056,130,140.631054077667,1,0,100
7501,862557,131,4756.225794167206,0,1,3918
252,862809,132,157.11199343616215,1,0,120
446,863255,133,291.6315933240901,1,0,230
163,863418,134,99.18150770836232,1,0,77
7501,870919,135,4715.291505655561,0,1,3948
203,871122,136,124.74050192334573,1,0,79
7501,878623,137,4796.8256637649465,0,1,3902
447,879070,138,282.3045811560435,1,0,203
212,879282,139,122.32269989913748,1,0,101
165,879447,140,97.58599889009758,1,0,72
161,879608,141,98.45550928200252,1,0,67
7501,887109,142,4618.757777432819,0,1,3962
68,887177,143,38.44596186335346,1,0,17
165,887342,144,95.01299185343352,1,0,75
202,887544,145,126.18333788000598,1,0,86
118,887662,146,77.10494150271956,1,0,48
7501,895163,147,4743.924387520093,0,1,3905
139,895302,148,83.25789703471703,1,0,61
114,895416,149,70.07681472646568,1,0,38
748,896164,150,576.5027209005668,1,0,421
101,896265,151,66.7996075424707,1,0,33
744,897009,152,581.1165236161308,1,0,407
341,897350,153,215.30778623617934,1,0,174
7501,904851,154,4717.813104787218,0,1,3989
7501,912352,155,4727.988448278781,0,1,3888
241,912593,156,143.1093729541306,1,0,119
7501,920094,157,4671.956393898687,0,1,3796
285,920379,158,176.5028599176649,1,0,132
7501,927880,159,4670.141237414085,0,1,3906
765,928645,160,598.386598702676,1,0,398
176,928821,161,110.41741458459168,1,0,76
7501,936322,162,4855.949947019374,0,1,3852
129,936451,163,79.31374269512506,1,0,40
130,936581,164,79.7958129508702,1,0,50
7501,944082,165,4829.534613217305,0,1,3906
7501,951583,166,4764.790487484999,0,1,3714
1002,952585,167,712.821340004479,1,0,434
1200,953785,168,848.8224856367087,1,0,525
168,953953,169,92.88387727887533,1,0,72
252,954205,170,160.32244531417743,1,0,131
178,954383,171,105.7555619799297,1,0,71
897,955280,172,669.2709627524441,1,0,426
837,956117,173,614.4085637248229,1,0,428
5746,961863,174,3501.870571716218,1,0,1398
170,962033,175,103.87836319848996,1,0,74
345,962378,176,211.72026505175072,1,0,153
7501,969879,177,4729.511594868775,0,1,4025
132,970011,178,80.04536968285906,1,0,55
7501,977512,179,4736.7081389992,0,1,3205
977,978489,180,711.3690275856515,1,0,493
933,979422,181,681.1689838346596,1,0,451
867,980289,182,638.6883987780536,1,0,392
7501,987790,183,4560.676197679258,0,1,3095
4743,992533,184,2943.170500595109,1,0,1212
